,Job Title,Rating,Company Name,state,Sector,avg Salary,avg size,Founded,latitude,longitude,name
40,Quantitative Researcher / Quantitative Research Analyst,4.1,"Citadel Securities
4.1",NY,Finance,130000.0,500.0,2002,43.299428,-74.217933,New York
41,Technical Data Consultant,4.3,"Braze
4.3",NY,Business Services,130000.0,1000.0,2011,43.299428,-74.217933,New York
42,"Data Scientist, Instagram - Well-being, Trust",4.5,"Facebook
4.5",NY,Information Technology,130000.0,,2004,43.299428,-74.217933,New York
43,Data Science Analyst,-1.0,MUSIC & Entertainment,NY,-1,130000.0,,-1,43.299428,-74.217933,New York
44,"Data Scientist, Decisions",3.9,"Crisis Text Line
3.9",NY,Non-Profit,130000.0,200.0,2013,43.299428,-74.217933,New York
45,Data Scientist,3.4,"Casper
3.4",NY,Retail,130000.0,1000.0,2014,43.299428,-74.217933,New York
46,Data Scientist/Lead Data Scientist,4.7,"BlueLabs
4.7",NY,Business Services,130000.0,50.0,-1,43.299428,-74.217933,New York
47,Quantitative Research Analyst,3.6,"Tower Research Capital
3.6",NY,Finance,130000.0,1000.0,1998,43.299428,-74.217933,New York
48,"Data Scientist, Analytics & Inference",3.5,"Codecademy
3.5",NY,Education,130000.0,200.0,2011,43.299428,-74.217933,New York
49,Data Analyst,3.9,"Point72
3.9",NY,Finance,130000.0,5000.0,2014,43.299428,-74.217933,New York
50,CIB - Data Scientist,3.9,"JPMorgan Chase
3.9",NY,Finance,130000.0,,1799,43.299428,-74.217933,New York
51,Data Scientist,3.2,"viagogo
3.2",NY,Information Technology,130000.0,1000.0,2006,43.299428,-74.217933,New York
52,Data Scientist,-1.0,CompIQ,NY,Information Technology,130000.0,50.0,2015,43.299428,-74.217933,New York
53,Lead Data Scientist - 66201BR,3.3,"Aetna
3.3",NY,Insurance,130000.0,,1853,43.299428,-74.217933,New York
54,"Data Scientist, Analytics & Inference",-1.0,Codeacademy,NY,-1,130000.0,,-1,43.299428,-74.217933,New York
55,Data Scientist,4.2,"Gallup
4.2",NY,Business Services,130000.0,5000.0,1935,43.299428,-74.217933,New York
56,"Data Scientist, Buyer Experience",3.6,"eBay
3.6",NY,Information Technology,130000.0,,1995,43.299428,-74.217933,New York
57,Data Scientist,3.9,"Amazon
3.9",NY,Information Technology,130000.0,,1994,43.299428,-74.217933,New York
58,Data Scientist - Forecasting,3.9,"Amazon
3.9",NY,Information Technology,130000.0,,1994,43.299428,-74.217933,New York
59,Data Scientist - Machine Learning Platform,3.8,"Spotify
3.8",NY,Information Technology,133000.0,5000.0,2006,43.299428,-74.217933,New York
60,Data Scientist - People Analytics,-1.0,Doctors Without Borders | Médecins Sans Frontières,NY,-1,133000.0,,-1,43.299428,-74.217933,New York
61,Data Scientist / Engineer,5.0,"Snappy
5.0",NY,Information Technology,133000.0,50.0,2015,43.299428,-74.217933,New York
62,Data Scientist,-1.0,Pierce Technology Corp,NY,-1,133000.0,,-1,43.299428,-74.217933,New York
63,Applied Data Scientist,3.4,"Aptus Health
3.4",NY,Business Services,133000.0,500.0,2008,43.299428,-74.217933,New York
64,People Analytics Data Scientist,4.4,"D. E. Shaw & Co.
4.4",NY,Finance,133000.0,5000.0,1988,43.299428,-74.217933,New York
65,Data Scientist,3.0,"Known
3.0",NY,Business Services,133000.0,500.0,2004,43.299428,-74.217933,New York
66,Credit Analytics Manager,4.0,"Liberty Lending
4.0",NY,Finance,133000.0,200.0,2015,43.299428,-74.217933,New York
67,Data Scientist - Nationwide Opportunities,3.9,"Amazon
3.9",NY,Information Technology,133000.0,,1994,43.299428,-74.217933,New York
68,Data Scientist,3.6,"DoSomething.org
3.6",NY,Non-Profit,133000.0,200.0,1993,43.299428,-74.217933,New York
69,Data Scientist,3.9,"ApTask
3.9",NY,Information Technology,133000.0,500.0,2010,43.299428,-74.217933,New York
70,Data Scientist,2.8,"Match Group
2.8",NY,Business Services,133000.0,5000.0,1998,43.299428,-74.217933,New York
71,Data Scientist - Power BI,4.1,"UCI
4.1",NY,-1,133000.0,50.0,-1,43.299428,-74.217933,New York
72,Data Engineer (Python),4.4,"Conductor
4.4",NY,Information Technology,99000.0,500.0,2010,43.299428,-74.217933,New York
73,Data Scientist,2.9,"Interactive Brokers
2.9",NY,Finance,99000.0,5000.0,-1,43.299428,-74.217933,New York
74,Data Scientist - Disney Streaming Services,4.0,"The Walt Disney Company
4.0",NY,Media,99000.0,,1923,43.299428,-74.217933,New York
75,Data Scientist Technical Lead,4.4,"Google
4.4",NY,Information Technology,99000.0,,1998,43.299428,-74.217933,New York
76,Healthcare Data Scientist,3.8,"Milliman
3.8",NY,Business Services,99000.0,5000.0,1947,43.299428,-74.217933,New York
77,Data Scientist - Relocate to Washington D.C.,3.8,"CIA
3.8",NY,Government,99000.0,,1947,43.299428,-74.217933,New York
78,Senior Data Scientist,2.7,"Metroplus Health Plan
2.7",NY,Health Care,99000.0,5000.0,1985,43.299428,-74.217933,New York
79,Data Scientist,-1.0,Huxley Banking & Financial Services,NY,-1,99000.0,,-1,43.299428,-74.217933,New York
80,"Data Scientist/Engineer (SAS, R code, Python & Sql (Open to remote Workers))",4.3,"Medidata Solutions
4.3",NY,Information Technology,99000.0,5000.0,1999,43.299428,-74.217933,New York
81,"Data Scientist, Analytics- Instagram-Family Stories",4.5,"Facebook
4.5",NY,Information Technology,99000.0,,2004,43.299428,-74.217933,New York
82,Data Scientist,-1.0,One Drop,NY,Information Technology,99000.0,50.0,-1,43.299428,-74.217933,New York
83,Point72 Data Scientist,3.9,"Point72
3.9",NY,Finance,99000.0,5000.0,2014,43.299428,-74.217933,New York
84,"Data Scientist II, Data, Models & Decisions",3.3,"LivePerson, Inc.
3.3",NY,Information Technology,99000.0,5000.0,1995,43.299428,-74.217933,New York
85,Data Scientist,-1.0,Microagility,NY,Business Services,99000.0,50.0,-1,43.299428,-74.217933,New York
86,Data Scientist/Data Architect,-1.0,Financial Services Company,NY,-1,99000.0,,-1,43.299428,-74.217933,New York
87,AI - Quantitative Research Scientist,3.8,"Bloomberg
3.8",NY,Information Technology,99000.0,,1981,43.299428,-74.217933,New York
88,Data Scientist,3.6,"Koch Industries
3.6",NY,"Oil, Gas, Energy & Utilities",99000.0,,1940,43.299428,-74.217933,New York
89,Data Scientist - Altdata,3.3,"Huxley
3.3",NY,Business Services,99000.0,500.0,1995,43.299428,-74.217933,New York
90,Data Analyst,4.1,"NYU Langone Health
4.1",NY,Health Care,99000.0,,1841,43.299428,-74.217933,New York
91,Data Scientist,2.8,"Gate Staffing LLC
2.8",NY,Information Technology,99000.0,50.0,2010,43.299428,-74.217933,New York
92,Data Scientist,-1.0,ConcertAI,NY,-1,99000.0,,-1,43.299428,-74.217933,New York
93,"Data Scientist, Recommendations",3.4,"Tapestry
3.4",NY,Retail,99000.0,,2017,43.299428,-74.217933,New York
94,"Data Scientist, Analytics & Insights",3.4,"Tapestry
3.4",NY,Retail,99000.0,,2017,43.299428,-74.217933,New York
95,Data Scientist,2.9,"CKM Advisors
2.9",NY,Business Services,99000.0,200.0,2011,43.299428,-74.217933,New York
96,Machine Learning Engineer/Scientist,4.8,"Jane Street
4.8",NY,Finance,99000.0,1000.0,2000,43.299428,-74.217933,New York
97,Point72 Healthcare Data Scientist,3.9,"Point72
3.9",NY,Finance,99000.0,5000.0,2014,43.299428,-74.217933,New York
98,Senior Data Scientist - Automated Marketing,3.8,"Spotify
3.8",NY,Information Technology,99000.0,5000.0,2006,43.299428,-74.217933,New York
99,Data Scientist,5.0,"Averity
5.0",NY,Business Services,99000.0,50.0,2014,43.299428,-74.217933,New York
100,Data Scientist,4.2,"The CARIAN Group
4.2",NY,Business Services,99000.0,50.0,-1,43.299428,-74.217933,New York
101,Machine Learning & Data Engineer (Remote),4.7,"Jun Group Productions LLC
4.7",NY,Information Technology,111500.0,200.0,2005,43.299428,-74.217933,New York
102,Data Scientist,-1.0,GradTests (gradtests.com),NY,-1,111500.0,,-1,43.299428,-74.217933,New York
103,Data Scientist,2.8,"Committee of 100
2.8",NY,Non-Profit,111500.0,50.0,-1,43.299428,-74.217933,New York
104,Data Scientist / Statistician,4.2,"NJF Global Holdings
4.2",NY,Business Services,111500.0,200.0,2003,43.299428,-74.217933,New York
105,Data Analyst,4.0,"DMGT
4.0",NY,Finance,111500.0,10000.0,1896,43.299428,-74.217933,New York
106,Data Scientist (Java),4.9,"ubergig
4.9",NY,Business Services,111500.0,50.0,2009,43.299428,-74.217933,New York
107,Data Scientist,4.0,"OneWire
4.0",NY,Business Services,111500.0,50.0,2007,43.299428,-74.217933,New York
108,Data Scientist,3.4,"Thomas
3.4",NY,Business Services,111500.0,500.0,1898,43.299428,-74.217933,New York
109,Data Scientist,2.7,"TBWA\Chiat\Day
2.7",NY,Business Services,111500.0,5000.0,1968,43.299428,-74.217933,New York
110,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,3.5,"Internal Revenue Service
3.5",NY,Government,111500.0,,1862,43.299428,-74.217933,New York
111,Data Scientist,3.4,"Harry and David, LLC
3.4",NY,Retail,111500.0,1000.0,1934,43.299428,-74.217933,New York
112,Data Science Specialist USA,3.3,"Mphasis limited
3.3",NY,Information Technology,111500.0,,1992,43.299428,-74.217933,New York
113,Senior Data Scientist,2.5,"Foursquare
2.5",NY,Information Technology,111500.0,500.0,2009,43.299428,-74.217933,New York
114,Data Scientist,-1.0,Glean Analytics Inc.,NY,-1,111500.0,,-1,43.299428,-74.217933,New York
115,"Quantitative Developer, Data & Institutional Markets",4.4,"Ripple
4.4",NY,Information Technology,111500.0,500.0,2012,43.299428,-74.217933,New York
116,"Data Scientist, Two Sigma Private Investments",4.4,"Two Sigma
4.4",NY,Finance,111500.0,5000.0,2001,43.299428,-74.217933,New York
117,"Senior Data Scientist, Game Analytics",4.1,"Rockstar Games
4.1",NY,Media,111500.0,5000.0,1998,43.299428,-74.217933,New York
118,Data Scientist,4.8,"TechProjects
4.8",NY,Information Technology,111500.0,50.0,2011,43.299428,-74.217933,New York
119,Data Scientist,3.6,"Spring Health
3.6",NY,Health Care,111500.0,50.0,2016,43.299428,-74.217933,New York
120,Senior Data Scientist,3.8,"Grubhub
3.8",NY,Information Technology,111500.0,5000.0,2004,43.299428,-74.217933,New York
121,Data Scientist,5.0,"SkillSoniq
5.0",NY,-1,111500.0,,-1,43.299428,-74.217933,New York
122,Data Scientist - Demand Forecasting,3.9,"Amazon
3.9",NY,Information Technology,111500.0,,1994,43.299428,-74.217933,New York
123,Senior Data Scientist,4.5,"Arena
4.5",NY,Information Technology,111500.0,50.0,2014,43.299428,-74.217933,New York
124,Quantitative Analyst Intern,4.4,"D. E. Shaw & Co.
4.4",NY,Finance,111500.0,5000.0,1988,43.299428,-74.217933,New York
125,"Data Scientist / Analytics, Data Engineering",1.0,"Sphinix Solutions
1.0",NY,Information Technology,111500.0,50.0,-1,43.299428,-74.217933,New York
126,Data Analyst (Games),-1.0,Carry1st,NY,-1,111500.0,,-1,43.299428,-74.217933,New York
127,Data Scientist,4.0,"Lorven Technologies Inc
4.0",NY,Accounting & Legal,111500.0,50.0,-1,43.299428,-74.217933,New York
128,Sports Betting Data Scientist,-1.0,Line Sniper,NY,-1,111500.0,,-1,43.299428,-74.217933,New York
129,Data Scientist,3.6,"Strategic Financial Solutions
3.6",NY,Consumer Services,111500.0,1000.0,2007,43.299428,-74.217933,New York
130,Data Scientist,3.4,"Voice
3.4",NY,-1,169500.0,,-1,43.299428,-74.217933,New York
131,Data Engineer,4.7,"Seated
4.7",NY,Information Technology,169500.0,50.0,2017,43.299428,-74.217933,New York
132,"Senior / Data Scientist, Ads and Messaging R&D",3.8,"Spotify
3.8",NY,Information Technology,169500.0,5000.0,2006,43.299428,-74.217933,New York
133,Data Scientist/Data Science Instructor (Part-time),4.9,"NYC Data Science Academy
4.9",NY,Education,169500.0,50.0,2014,43.299428,-74.217933,New York
134,Federal - Data Scientist,4.2,"Solekai Systems Corp
4.2",NY,Information Technology,169500.0,50.0,2002,43.299428,-74.217933,New York
135,"Senior Analyst, Data Science",3.9,"Roku
3.9",NY,Information Technology,169500.0,5000.0,2002,43.299428,-74.217933,New York
136,Senior Data Scientist,4.4,"Oliver Wyman
4.4",NY,Business Services,169500.0,5000.0,1984,43.299428,-74.217933,New York
137,Machine Learning Researcher / Data Scientist,-1.0,"J Harlan Group, LLC",NY,-1,169500.0,50.0,-1,43.299428,-74.217933,New York
138,Applied Scientist,3.9,"Amazon
3.9",NY,Information Technology,169500.0,,1994,43.299428,-74.217933,New York
139,Quantitative Researcher - Portfolio Modeling,-1.0,Edward Daniels Group,NY,Information Technology,169500.0,50.0,2007,43.299428,-74.217933,New York
140,Data Analyst,5.0,"Whip Media Group
5.0",NY,-1,169500.0,200.0,2016,43.299428,-74.217933,New York
141,Investment & Data Science Intern,4.0,"JAG Capital
4.0",NY,Manufacturing,169500.0,50.0,-1,43.299428,-74.217933,New York
142,Data Scientist(s)/Machine Learning Engineer,5.0,"Blue Horizon Tek Solutions
5.0",NY,Business Services,169500.0,50.0,1987,43.299428,-74.217933,New York
143,CCB F&BM - Quantitative Modeler / Data Scientist - Marketing - Associate,3.9,"JPMorgan Chase Bank, N.A.
3.9",NY,Finance,169500.0,,1799,43.299428,-74.217933,New York
144,Data Scientist,3.8,"NPD
3.8",NY,Business Services,169500.0,5000.0,1966,43.299428,-74.217933,New York
145,Data Science & Machine Learning Research Intern,-1.0,Altversity,NY,-1,169500.0,,-1,43.299428,-74.217933,New York
146,"Sr. Data Scientist/Data Engineer, AI (Tech Delivery Lead) – New York, NY/Dallas, TX",3.3,"Fujitsu
3.3",NY,-1,169500.0,,1935,43.299428,-74.217933,New York
147,Data Scientist,2.8,"1-800-Flowers
2.8",NY,Business Services,169500.0,5000.0,1976,43.299428,-74.217933,New York
148,"Senior Data Scientist, Real World EvidenceNY",4.0,"Flatiron Health
4.0",NY,Information Technology,169500.0,1000.0,2012,43.299428,-74.217933,New York
149,Data Scientist - Leading Quant Hedge Fund,-1.0,Edward Daniels Group,NY,Information Technology,169500.0,50.0,2007,43.299428,-74.217933,New York
150,Data Scientist II,3.6,"MediaMath
3.6",NY,Business Services,169500.0,1000.0,2007,43.299428,-74.217933,New York
151,Data Scientist,-1.0,The Organic Recruiter,NY,-1,169500.0,,-1,43.299428,-74.217933,New York
152,Data Scientist,3.7,"Via Transportation
3.7",NY,Information Technology,169500.0,1000.0,2012,43.299428,-74.217933,New York
153,Data Scientist,-1.0,Biotenico Research and Development Company,NY,-1,169500.0,,-1,43.299428,-74.217933,New York
154,"Principal Associate, Data Scientist - Small Business Card, Entity Resolution",3.9,"Capital One
3.9",NY,Finance,169500.0,,1994,43.299428,-74.217933,New York
155,Principal Data Scientist,4.2,"Gallup
4.2",NY,Business Services,169500.0,5000.0,1935,43.299428,-74.217933,New York
156,Data Scientist,1.9,"Building Service 32BJ Benefit Funds
1.9",NY,Health Care,169500.0,500.0,-1,43.299428,-74.217933,New York
157,"Lead Data Scientist, R&D Team",3.5,"Marsh
3.5",NY,Insurance,169500.0,,1871,43.299428,-74.217933,New York
158,Data Analyst,3.8,"Undertone
3.8",NY,Business Services,205000.0,500.0,2001,43.299428,-74.217933,New York
159,Business Intelligence Analyst,4.4,"Simple Health
4.4",NY,Information Technology,205000.0,200.0,2015,43.299428,-74.217933,New York
160,Product Data Analyst,5.0,"Galileo
5.0",NY,Health Care,205000.0,50.0,-1,43.299428,-74.217933,New York
161,Data Analyst,3.4,"City of New York
3.4",NY,Government,205000.0,,1625,43.299428,-74.217933,New York
162,Data Scientist,3.1,"Catholic Health Services of Long Island
3.1",NY,Health Care,205000.0,,1997,43.299428,-74.217933,New York
163,"Lead Data Scientist, R&D Team",3.4,"Marsh & McLennan Companies, Inc.
3.4",NY,Insurance,205000.0,,1871,43.299428,-74.217933,New York
164,Data Analyst,3.5,"Pozent
3.5",NY,-1,205000.0,50.0,-1,43.299428,-74.217933,New York
165,Senior Data Scientist,-1.0,Entera,NY,Real Estate,205000.0,,-1,43.299428,-74.217933,New York
166,Sr. Data Scientist,4.0,"Mediaocean
4.0",NY,Information Technology,205000.0,1000.0,1967,43.299428,-74.217933,New York
167,Senior Data Scientist,3.4,"The Trade Desk
3.4",NY,Information Technology,205000.0,5000.0,2009,43.299428,-74.217933,New York
168,Data Science Intern,-1.0,The Buttonwood Tree,NY,-1,205000.0,,-1,43.299428,-74.217933,New York
169,Senior Data Scientist,3.6,"NYC Health + Hospitals
3.6",NY,Health Care,205000.0,10000.0,-1,43.299428,-74.217933,New York
170,NLP Machine Learning Engineer,3.0,"Samsung NEXT
3.0",NY,Information Technology,205000.0,500.0,2012,43.299428,-74.217933,New York
171,Senior Data Scientist,5.0,"Landis
5.0",NY,-1,205000.0,50.0,2017,43.299428,-74.217933,New York
172,Senior Data Scientist,4.1,"NewtonX
4.1",NY,Information Technology,205000.0,50.0,2017,43.299428,-74.217933,New York
173,"Data Analyst, Bitcoin Trading Firm",-1.0,Fintech Recruiters,NY,-1,205000.0,,-1,43.299428,-74.217933,New York
174,"VP, Data Scientist",4.5,"Spot.IM
4.5",NY,Information Technology,205000.0,200.0,2012,43.299428,-74.217933,New York
175,Senior Data Engineer,4.2,"Tapad
4.2",NY,Information Technology,205000.0,200.0,2010,43.299428,-74.217933,New York
176,Data Scientist,-1.0,Amber People,NY,-1,205000.0,,-1,43.299428,-74.217933,New York
177,Senior Data Scientist,5.0,"Thrasio
5.0",NY,Retail,205000.0,200.0,2018,43.299428,-74.217933,New York
178,Deployed Data Scientist,-1.0,ConcertAI,NY,-1,205000.0,,-1,43.299428,-74.217933,New York
179,Data Scientist,-1.0,CompuForce,NY,-1,205000.0,,-1,43.299428,-74.217933,New York
180,"Senior / Data Scientist, Advertising Business",3.8,"Spotify
3.8",NY,Information Technology,205000.0,5000.0,2006,43.299428,-74.217933,New York
181,Data Scientist,-1.0,Wisestep,NY,-1,205000.0,,-1,43.299428,-74.217933,New York
182,"Data Scientist, Voter Data",-1.0,Hawkfish,NY,-1,205000.0,,-1,43.299428,-74.217933,New York
183,Data Science Analyst/Engineer,4.1,"NYU Langone Health
4.1",NY,Health Care,205000.0,,1841,43.299428,-74.217933,New York
184,Data Scientist - Disney Streaming Services,3.6,"Disney Streaming Services
3.6",NY,Information Technology,205000.0,1000.0,2018,43.299428,-74.217933,New York
185,Data Scientist,-1.0,HireAi,NY,-1,205000.0,,-1,43.299428,-74.217933,New York
186,Data Analyst,3.1,"Vettery
3.1",NY,Information Technology,205000.0,500.0,2013,43.299428,-74.217933,New York
187,Data Scientist,1.0,"TEKREQS, Inc.
1.0",NY,-1,205000.0,50.0,-1,43.299428,-74.217933,New York
188,"Manager, Data Scientist Recommendations",3.4,"Tapestry
3.4",NY,Retail,133000.0,,2017,43.299428,-74.217933,New York
189,Lead Data Scientist,3.6,"eBay
3.6",NY,Information Technology,133000.0,,1995,43.299428,-74.217933,New York
190,Senior Data Scientist,4.6,"Bowery Farming
4.6",NY,Agriculture & Forestry,133000.0,200.0,2015,43.299428,-74.217933,New York
191,Principal Data Scientist,4.0,"Slice (NY)
4.0",NY,Information Technology,133000.0,200.0,2010,43.299428,-74.217933,New York
192,Scientist Data Analytics,4.7,"TEEMA
4.7",NY,Business Services,133000.0,500.0,2008,43.299428,-74.217933,New York
193,Data Engineer,4.4,"Mark43
4.4",NY,Information Technology,133000.0,200.0,2012,43.299428,-74.217933,New York
194,Hiring Data Scientist/AI/ML,4.0,"Comtech Global Inc
4.0",NY,Consumer Services,133000.0,200.0,-1,43.299428,-74.217933,New York
195,Data Analyst,3.6,"MediaMath
3.6",NY,Business Services,133000.0,1000.0,2007,43.299428,-74.217933,New York
196,Lead Data Scientist,4.1,"Rockstar Games
4.1",NY,Media,133000.0,5000.0,1998,43.299428,-74.217933,New York
197,Machine Learning Engineer,3.9,"Temboo
3.9",NY,Information Technology,133000.0,50.0,-1,43.299428,-74.217933,New York
198,Data Scientist,1.6,"Management Decisions, Inc.
1.6",NY,Business Services,133000.0,50.0,-1,43.299428,-74.217933,New York
199,Sr. Data Scientist II,3.5,"Argo Group US
3.5",NY,Insurance,133000.0,5000.0,1948,43.299428,-74.217933,New York
200,Senior Data Scientist - R&D Oncology,4.0,"AstraZeneca
4.0",NY,Biotech & Pharmaceuticals,133000.0,,1913,43.299428,-74.217933,New York
201,Data Science and Analytics,4.0,"Two95 International Inc.
4.0",NY,Business Services,133000.0,50.0,-1,43.299428,-74.217933,New York
202,Data Analyst,3.5,"FINRA
3.5",NY,Finance,133000.0,5000.0,2007,43.299428,-74.217933,New York
203,Data Scientist,5.0,"Prolancer
5.0",NY,-1,133000.0,50.0,-1,43.299428,-74.217933,New York
204,Data Scientist Product Manager,5.0,"Thrasio
5.0",NY,Retail,133000.0,200.0,2018,43.299428,-74.217933,New York
205,"Senior Data Scientist, Real World Evidence",4.0,"Flatiron Health
4.0",NY,Information Technology,133000.0,1000.0,2012,43.299428,-74.217933,New York
206,Data Scientist/Python Developer,3.5,"EDP World, Inc.
3.5",NY,Business Services,133000.0,50.0,1968,43.299428,-74.217933,New York
207,"Software Engineer - Data Engineering, Finance Products",3.4,"Squarespace
3.4",NY,Information Technology,133000.0,5000.0,2003,43.299428,-74.217933,New York
208,Intern- Martech & Data Consulting,3.2,"Havas Worldwide
3.2",NY,Business Services,133000.0,,1999,43.299428,-74.217933,New York
209,Data Engineer,4.7,"B12
4.7",NY,Information Technology,133000.0,50.0,2015,43.299428,-74.217933,New York
210,Senior Data Scientist,5.0,"Averity
5.0",NY,Business Services,133000.0,50.0,2014,43.299428,-74.217933,New York
211,"Senior Scientist, Computational Biology",3.9,"Icahn School of Medicine at Mount Sinai
3.9",NY,-1,133000.0,5000.0,-1,43.299428,-74.217933,New York
212,Senior Data Scientist,4.2,"CyberCoders
4.2",NY,Business Services,133000.0,500.0,1999,43.299428,-74.217933,New York
213,Data Engineer,3.7,"GNY Insurance Companies
3.7",NY,Insurance,133000.0,500.0,1914,43.299428,-74.217933,New York
214,Sr Data Scientist,3.1,"Healthfirst (New York)
3.1",NY,Insurance,133000.0,5000.0,1993,43.299428,-74.217933,New York
215,Data Scientist,3.8,"Visiting Nurse Service of New York
3.8",NY,Health Care,133000.0,,1893,43.299428,-74.217933,New York
216,Data Visualization Engineer,3.9,"Point72
3.9",NY,Finance,134000.0,5000.0,2014,43.299428,-74.217933,New York
217,Quantitative Researcher - Alpha Capture,-1.0,Kepler Fi,NY,-1,134000.0,,-1,43.299428,-74.217933,New York
218,Research Scientist,4.1,"NYU Langone Health
4.1",NY,Health Care,134000.0,,1841,43.299428,-74.217933,New York
